nitiji,kennsuu,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:30,19:00,23:59
2018/06/30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/02,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/07/03,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018/07/04,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/07/05,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/07/06,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018/07/09,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/07/10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/11,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/07/12,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/07/31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/08/01,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018/08/02,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/08/03,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/04,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018/08/06,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/08/07,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/08,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/09,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/08/10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/08/14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/08/21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/08/23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/08/25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/08/27,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2018/08/28,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018/08/29,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/30,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/08/31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/01,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/04,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/09/05,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/09/06,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018/09/07,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2018/09/08,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/09/10,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/09/11,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018/09/12,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018/09/13,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018/09/14,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018/09/15,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2018/09/17,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018/09/18,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018/09/19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/09/20,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018/09/21,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/22,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/24,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/09/25,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/28,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/09/29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/01,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/10/02,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018/10/03,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/04,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/05,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/10/06,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/08,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/10/09,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/10,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/10/11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/10/19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/11/09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/11/12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/11/14,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018/11/15,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2018/11/16,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018/11/17,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/19,4,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/20,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/21,5,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2018/11/22,6,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2018/11/23,6,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2018/11/24,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2018/11/26,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/27,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/28,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/29,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/11/30,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/12/01,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/03,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/06,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018/12/07,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018/12/08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/10,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018/12/11,5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2018/12/12,6,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2018/12/13,7,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
2018/12/14,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
2018/12/15,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2018/12/16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/17,6,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2018/12/18,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2018/12/19,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2018/12/20,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2018/12/21,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2018/12/22,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/12/23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/12/24,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018/12/25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018/12/26,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018/12/27,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2018/12/28,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2018/12/29,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/12/31,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/01/03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/04,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/05,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/07,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/08,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/09,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/10,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/11,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/01/12,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/01/14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/01/15,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/16,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019/01/17,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/01/19,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/01/21,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/01/22,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/01/23,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/24,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/25,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/01/26,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/01/28,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/01/29,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019/01/30,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/01/31,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/02/01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/02/02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/02/04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/02/05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/02/06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/02/07,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2019/02/08,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019/02/09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/02/11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019/02/12,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019/02/13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019/02/14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/02/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/03/04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/07,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/08,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019/03/09,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/03/11,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/03/12,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/13,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/14,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/15,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/16,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/03/18,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/20,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/03/21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/03/25,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/26,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/03/27,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/03/28,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/03/29,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/03/30,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/03/31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/01,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/13,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/04/15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/16,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019/04/17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/18,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/04/20,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/22,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/23,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/24,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/04/25,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/04/26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/27,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/04/30,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/05/11,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2019/05/13,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/14,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/15,5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/16,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/17,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/18,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2019/05/20,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019/05/21,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2019/05/22,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/05/23,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/05/31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/01,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/06/03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/04,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/06,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/06/14,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/06/15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/06/16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/06/17,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/18,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/19,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/06/20,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/06/21,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/22,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/06/24,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/25,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/26,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/27,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019/06/28,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/06/29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/06/30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/12,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019/07/13,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/15,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019/07/16,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/07/17,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/07/18,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019/07/19,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/07/20,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019/07/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/07/22,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019/07/23,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019/07/24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/07/25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/07/26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/07/27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/07/29,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/07/30,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/07/31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/08/01,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/08/02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/08/05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/07,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/08/08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/09,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/08/12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/08/13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/08/15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/16,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/08/19,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/08/21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/08/29,1,,,,,,,,,,,,,,,,,,,
2019/08/30,1,,,,,,,,,,,,,,,,,,,
2019/08/31,1,,,,,,,,,,,,,,,,,,,
